shell.c:1000,75.91420789832047
shell.c:1002,75.91420789832047
shell.c:1004,74.91420789832047
shell.c:1006,73.91420789832047
shell.c:1010,72.91420789832047
shell.c:1011,71.91420789832047
shell.c:963,72.91420789832047
shell.c:981,71.91420789832047
shell.c:982,69.91420789832047
shell.c:983,68.91420789832047
shell.c:984,67.91420789832047
shell.c:985,66.91420789832047
shell.c:988,68.91420789832047
shell.c:989,68.91420789832047
shell.c:990,67.91420789832047
shell.c:992,67.91420789832047
shell.c:994,66.91420789832047
shell.c:995,65.91420789832047
shell.c:996,64.91420789832047
shell.c:997,62.91420789832047
shell.c:999,76.91420789832047
